H01|031401|251030|2021-12-31|RBPPK|040201|2|TEST-04-RBPPK-4Net
D01|04020101000000|nama debitur a|212|223|121|212
D01|04020101000000|nama debitur b|212|223|121|212
D01|04020101000000|nama debitur c|212|223|121|212
D01|04020101000000|nama debitur d|212|223|121|212
D01|04020101000000|nama debitur e|212|223|121|212
D01|04020101000000|nama debitur f|212|223|121|212
D01|04020101000000|nama debitur g|212|223|121|212
D01|04020101000000|nama debitur h|212|223|121|212
D01|04020101000000|nama debitur i|212|223|121|212
D01|04020101000000|nama debitur j|212|223|121|212
D01|04020101000000|nama debitur k|212|223|121|212
D01|04020101000000|nama debitur l|212|223|121|212
D01|04020101000000|nama debitur m|212|223|121|212
D01|04020101000000|nama debitur n|212|223|121|212
D01|04020101000000|nama debitur o|212|223|121|212
D01|04020101000000|nama debitur p|212|223|121|212
D01|04020101000000|nama debitur q|212|223|121|212
D01|04020101000000|nama debitur r|212|223|121|212
D01|04020101000000|nama debitur s|212|223|121|212
D01|04020101000000|nama debitur t|212|223|121|212
D01|04020101000000|nama debitur u|212|223|121|212
D01|04020101000000|nama debitur v|212|223|121|212
D01|04020101000000|nama debitur w|212|223|121|212
D01|04020101000000|nama debitur x|212|223|121|212
D01|04020101000000|nama debitur y|212|223|121|212
D01|04020102000000||5300|5575|3025|5300
