H01|031402|291080|2021-12-31|RBPPS|040201|2|TEST-04-RBPPS-4Net
D01|04020101000000|nama debitur 1|212|223|121|212
D01|04020101000000|nama debitur 2|212|223|121|212
D01|04020101000000|nama debitur 3|212|223|121|212
D01|04020101000000|nama debitur 4|212|223|121|212
D01|04020101000000|nama debitur 5|212|223|121|212
D01|04020101000000|nama debitur 6|212|223|121|212
D01|04020101000000|nama debitur 7|212|223|121|212
D01|04020101000000|nama debitur 8|212|223|121|212
D01|04020101000000|nama debitur 9|212|223|121|212
D01|04020101000000|nama debitur 10|212|223|121|212
D01|04020101000000|nama debitur 11|212|223|121|212
D01|04020101000000|nama debitur 12|212|223|121|212
D01|04020101000000|nama debitur 13|212|223|121|212
D01|04020101000000|nama debitur 14|212|223|121|212
D01|04020101000000|nama debitur 15|212|223|121|212
D01|04020101000000|nama debitur 16|212|223|121|212
D01|04020101000000|nama debitur 17|212|223|121|212
D01|04020101000000|nama debitur 18|212|223|121|212
D01|04020101000000|nama debitur 19|212|223|121|212
D01|04020101000000|nama debitur 20|212|223|121|212
D01|04020101000000|nama debitur 21|212|223|121|212
D01|04020101000000|nama debitur 22|212|223|121|212
D01|04020101000000|nama debitur 23|212|223|121|212
D01|04020101000000|nama debitur 24|212|223|121|212
D01|04020101000000|nama debitur 25|212|223|121|212
D01|04020102000000||5300|5575|3025|5300
